HOSP_DISTRICT,HOSP_NAME,CATEGORY_NAME,no_of_patient,total_claim_amount,start_data,end_date
East Godavari,SANJIVI INSTITUTE OF ORTHOPAEDICS and SUPERSPECIALITIES PVT.LTD,POLY TRAUMA,1,30000,2016-08-01,2016-08-31
East Godavari,SARADHI HOSPITALS,ORTHOPEDIC  SURGERY AND PROCEDURES,1,25000,2016-08-01,2016-08-31
East Godavari,SARADHI HOSPITALS,POLY TRAUMA,2,60000,2016-08-01,2016-08-31
East Godavari,SRI ADITYA HOSPITAL ,GASTROENTEROLOGY,1,35000,2016-08-01,2016-08-31
East Godavari,SRI ADITYA HOSPITAL ,NEPHROLOGY,60,867240,2016-08-01,2016-08-31
East Godavari,SURYA GLOBAL MULTI SPECIALITY HOSPITALS AND CANCER RESEARCH CENTRE,CARDIAC AND CARDIOTHORACIC SURGERY,6,630286,2016-08-01,2016-08-31
East Godavari,SURYA GLOBAL MULTI SPECIALITY HOSPITALS AND CANCER RESEARCH CENTRE,CARDIOLOGY,13,322000,2016-08-01,2016-08-31
East Godavari,SURYA GLOBAL MULTI SPECIALITY HOSPITALS AND CANCER RESEARCH CENTRE,MEDICAL ONCOLOGY,1,20010,2016-08-01,2016-08-31
East Godavari,SURYA GLOBAL MULTI SPECIALITY HOSPITALS AND CANCER RESEARCH CENTRE,NEPHROLOGY,91,1185960,2016-08-01,2016-08-31
East Godavari,SURYA GLOBAL MULTI SPECIALITY HOSPITALS AND CANCER RESEARCH CENTRE,PEDIATRIC SURGERIES,1,16400,2016-08-01,2016-08-31
East Godavari,SURYA GLOBAL MULTI SPECIALITY HOSPITALS AND CANCER RESEARCH CENTRE,RADIATION ONCOLOGY,1,3250,2016-08-01,2016-08-31
East Godavari,Safe Emergency Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,8,115000,2016-08-01,2016-08-31
East Godavari,Safe Emergency Hospital,POLY TRAUMA,1,20000,2016-08-01,2016-08-31
East Godavari,Sai Sudha Hospital,GENITO URINARY SURGERIES,1,25000,2016-08-01,2016-08-31
East Godavari,Sai Sudha Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,1,10000,2016-08-01,2016-08-31
East Godavari,Sai Sudha Hospital,PLASTIC SURGERY,2,76570,2016-08-01,2016-08-31
East Godavari,Siddhartha Hospital,GENERAL SURGERY,1,43500,2016-08-01,2016-08-31
East Godavari,Siddhartha Hospital,NEPHROLOGY,30,432780,2016-08-01,2016-08-31
East Godavari,Siddhartha Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,11,253148,2016-08-01,2016-08-31
East Godavari,Siddhartha Hospital,POLY TRAUMA,4,110000,2016-08-01,2016-08-31
East Godavari,Siddhartha Hospital,PULMONOLOGY,1,15000,2016-08-01,2016-08-31
East Godavari,TRUST HOSPITAL A UNIT OF SARVOTTAM HEALTH CARE PVT LTD,CARDIAC AND CARDIOTHORACIC SURGERY,22,1487704,2016-08-01,2016-08-31
East Godavari,TRUST HOSPITAL A UNIT OF SARVOTTAM HEALTH CARE PVT LTD,CARDIOLOGY,19,447000,2016-08-01,2016-08-31
East Godavari,TRUST HOSPITAL A UNIT OF SARVOTTAM HEALTH CARE PVT LTD,GASTROENTEROLOGY,4,124800,2016-08-01,2016-08-31
East Godavari,TRUST HOSPITAL A UNIT OF SARVOTTAM HEALTH CARE PVT LTD,NEPHROLOGY,127,1657850,2016-08-01,2016-08-31
East Godavari,TRUST HOSPITAL A UNIT OF SARVOTTAM HEALTH CARE PVT LTD,ORTHOPEDIC  SURGERY AND PROCEDURES,4,78700,2016-08-01,2016-08-31
Guntur,Amaravathi Institute Of Medical Sciences Pvt Ltd,GENITO URINARY SURGERIES,1,25000,2016-08-01,2016-08-31
Guntur,Amaravathi Institute Of Medical Sciences Pvt Ltd,ORTHOPEDIC  SURGERY AND PROCEDURES,6,148228,2016-08-01,2016-08-31
Guntur,Amaravathi Institute Of Medical Sciences Pvt Ltd,POLY TRAUMA,1,30000,2016-08-01,2016-08-31
Guntur,Area Hospital - Narsaraopet,PEDIATRICS,1,35000,2016-08-01,2016-08-31
Guntur,Aswini Hospital,GENITO URINARY SURGERIES,7,250950,2016-08-01,2016-08-31
Guntur,Aswini Hospital,NEPHROLOGY,70,947970,2016-08-01,2016-08-31
Guntur,BHAVANAM VENKATRAM MEMORIAL GBR SUPER SPECIALITY HOSPITAL,CRITICAL CARE,4,280000,2016-08-01,2016-08-31
Guntur,BHAVANAM VENKATRAM MEMORIAL GBR SUPER SPECIALITY HOSPITAL,GENERAL MEDICINE,2,96400,2016-08-01,2016-08-31
Guntur,BHAVANAM VENKATRAM MEMORIAL GBR SUPER SPECIALITY HOSPITAL,GENERAL SURGERY,3,100000,2016-08-01,2016-08-31
Guntur,BHAVANAM VENKATRAM MEMORIAL GBR SUPER SPECIALITY HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,11,282432,2016-08-01,2016-08-31
Guntur,BHAVANAM VENKATRAM MEMORIAL GBR SUPER SPECIALITY HOSPITAL,POLY TRAUMA,20,543200,2016-08-01,2016-08-31
Guntur,Balaji Cancer Care Centre,MEDICAL ONCOLOGY,5,29220,2016-08-01,2016-08-31
Guntur,Balaji Cancer Care Centre,RADIATION ONCOLOGY,1,45000,2016-08-01,2016-08-31
Guntur,Balaji Cancer Care Centre,SURGICAL ONCOLOGY,1,49110,2016-08-01,2016-08-31
Guntur,Bmr Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,2,34114,2016-08-01,2016-08-31
Guntur,Bmr Hospital,POLY TRAUMA,2,45000,2016-08-01,2016-08-31
Guntur,DR ANJI REDDY MULTI SPECIALITY HOSPITAL PVT LTD,ENT  SURGERY,2,30160,2016-08-01,2016-08-31
Guntur,DR ANJI REDDY MULTI SPECIALITY HOSPITAL PVT LTD,GENITO URINARY SURGERIES,1,25000,2016-08-01,2016-08-31
Guntur,DR ANJI REDDY MULTI SPECIALITY HOSPITAL PVT LTD,ORTHOPEDIC  SURGERY AND PROCEDURES,1,15480,2016-08-01,2016-08-31
Guntur,DR ANJI REDDY MULTI SPECIALITY HOSPITAL PVT LTD,POLY TRAUMA,1,41500,2016-08-01,2016-08-31
Guntur,District Hospital - Tenali,CARDIOLOGY,4,85000,2016-08-01,2016-08-31
Guntur,District Hospital - Tenali,ENDOCRINOLOGY,7,98510,2016-08-01,2016-08-31
Guntur,District Hospital - Tenali,GASTROENTEROLOGY,1,20000,2016-08-01,2016-08-31
Guntur,District Hospital - Tenali,GENERAL MEDICINE,9,149000,2016-08-01,2016-08-31
Guntur,District Hospital - Tenali,GENERAL SURGERY,6,145000,2016-08-01,2016-08-31
Guntur,District Hospital - Tenali,NEUROLOGY,4,70000,2016-08-01,2016-08-31
Guntur,District Hospital - Tenali,ORTHOPEDIC  SURGERY AND PROCEDURES,6,113130,2016-08-01,2016-08-31
Guntur,District Hospital - Tenali,PEDIATRICS,17,357500,2016-08-01,2016-08-31
Guntur,District Hospital - Tenali,POLY TRAUMA,10,309684,2016-08-01,2016-08-31
Guntur,Ent Nursing Home,ENT  SURGERY,3,45240,2016-08-01,2016-08-31
Guntur,FARZANA HOSPITALS,GYNAECOLOGY AND OBSTETRICS  SURGERY,2,44910,2016-08-01,2016-08-31
Guntur,FARZANA HOSPITALS,ORTHOPEDIC  SURGERY AND PROCEDURES,1,20000,2016-08-01,2016-08-31
Guntur,FARZANA HOSPITALS,POLY TRAUMA,1,30000,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",CARDIAC AND CARDIOTHORACIC SURGERY,69,5583040,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",CARDIOLOGY,16,359000,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",DERMATOLOGY,2,55540,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",ENDOCRINOLOGY,1,12010,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",ENT  SURGERY,20,254220,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",GASTROENTEROLOGY,26,622570,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",GENERAL MEDICINE,8,174100,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",GENERAL SURGERY,39,1038970,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",GENITO URINARY SURGERIES,31,702276,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",GYNAECOLOGY AND OBSTETRICS  SURGERY,8,192130,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",MEDICAL ONCOLOGY,7,47400,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",NEPHROLOGY,50,806096,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",NEUROLOGY,65,1394520,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",NEUROSURGERY,23,1044880,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",ORTHOPEDIC  SURGERY AND PROCEDURES,14,248560,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",PEDIATRIC SURGERIES,10,230060,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",PEDIATRICS,166,3882600,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",PLASTIC SURGERY,6,153496,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",POLY TRAUMA,48,898760,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",PULMONOLOGY,2,26400,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",RADIATION ONCOLOGY,4,42550,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",SURGICAL GASTRO ENTEROLOGY,1,37896,2016-08-01,2016-08-31
Guntur,"Government General Hospital, Guntur",SURGICAL ONCOLOGY,2,86400,2016-08-01,2016-08-31
Guntur,Govt Fever Hospital,PULMONOLOGY,5,125200,2016-08-01,2016-08-31
Guntur,Guntur Cancer Care Centre Limited,MEDICAL ONCOLOGY,7,20600,2016-08-01,2016-08-31
Guntur,Guntur Cancer Care Centre Limited,RADIATION ONCOLOGY,4,128050,2016-08-01,2016-08-31
Guntur,Guntur Cancer Care Centre Limited,SURGICAL ONCOLOGY,1,50690,2016-08-01,2016-08-31
Guntur,HEALTH HOSPITALSL.G Medical specialities,ENT  SURGERY,3,45240,2016-08-01,2016-08-31
Guntur,HEALTH HOSPITALSL.G Medical specialities,GENERAL SURGERY,2,65000,2016-08-01,2016-08-31
Guntur,HEALTH HOSPITALSL.G Medical specialities,GENITO URINARY SURGERIES,3,102840,2016-08-01,2016-08-31
Guntur,HEALTH HOSPITALSL.G Medical specialities,NEPHROLOGY,8,93500,2016-08-01,2016-08-31
Guntur,HEALTH HOSPITALSL.G Medical specialities,ORTHOPEDIC  SURGERY AND PROCEDURES,5,65000,2016-08-01,2016-08-31
Guntur,HEALTH HOSPITALSL.G Medical specialities,POLY TRAUMA,2,71500,2016-08-01,2016-08-31
Guntur,Hyma Hospital ,PEDIATRIC SURGERIES,1,15000,2016-08-01,2016-08-31
Guntur,Hyma Hospital ,POLY TRAUMA,1,30000,2016-08-01,2016-08-31
Guntur,KAVURU INSTITUTE OF MEDICAL SCIENCES KIMS HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,5,107616,2016-08-01,2016-08-31
Guntur,KAVURU INSTITUTE OF MEDICAL SCIENCES KIMS HOSPITAL,POLY TRAUMA,1,5000,2016-08-01,2016-08-31
Guntur,Karumuri Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,37,3033476,2016-08-01,2016-08-31
Guntur,Karumuri Hospital,CARDIOLOGY,24,579000,2016-08-01,2016-08-31
Guntur,Katuri Medical College  And Hospital A unit of Vignan Educational Foundation,CARDIAC AND CARDIOTHORACIC SURGERY,14,1050452,2016-08-01,2016-08-31
Guntur,Katuri Medical College  And Hospital A unit of Vignan Educational Foundation,CARDIOLOGY,17,504000,2016-08-01,2016-08-31
Guntur,Katuri Medical College  And Hospital A unit of Vignan Educational Foundation,ENT  SURGERY,1,13280,2016-08-01,2016-08-31
Guntur,Katuri Medical College  And Hospital A unit of Vignan Educational Foundation,GENITO URINARY SURGERIES,2,77200,2016-08-01,2016-08-31
Guntur,Katuri Medical College  And Hospital A unit of Vignan Educational Foundation,NEPHROLOGY,17,255270,2016-08-01,2016-08-31
Guntur,Katuri Medical College  And Hospital A unit of Vignan Educational Foundation,ORTHOPEDIC  SURGERY AND PROCEDURES,7,117300,2016-08-01,2016-08-31
Guntur,Katuri Medical College  And Hospital A unit of Vignan Educational Foundation,POLY TRAUMA,3,72300,2016-08-01,2016-08-31
Guntur,Katuri Medical College  And Hospital A unit of Vignan Educational Foundation,PULMONOLOGY,1,22800,2016-08-01,2016-08-31
Guntur,Lalitha Super Speciality Hospital P Ltd,CARDIAC AND CARDIOTHORACIC SURGERY,96,8505116,2016-08-01,2016-08-31
Guntur,Lalitha Super Speciality Hospital P Ltd,CARDIOLOGY,100,3102000,2016-08-01,2016-08-31
Guntur,Lalitha Super Speciality Hospital P Ltd,GENERAL SURGERY,2,81926,2016-08-01,2016-08-31
Guntur,Lalitha Super Speciality Hospital P Ltd,GYNAECOLOGY AND OBSTETRICS  SURGERY,1,24910,2016-08-01,2016-08-31
Guntur,Lalitha Super Speciality Hospital P Ltd,NEUROLOGY,24,495090,2016-08-01,2016-08-31
Guntur,Lalitha Super Speciality Hospital P Ltd,NEUROSURGERY,4,263250,2016-08-01,2016-08-31
Guntur,Lalitha Super Speciality Hospital P Ltd,POLY TRAUMA,2,80000,2016-08-01,2016-08-31
Guntur,M N Hospital,GENITO URINARY SURGERIES,5,127438,2016-08-01,2016-08-31
Guntur,MADHAVA HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,4,70000,2016-08-01,2016-08-31
Guntur,MADHAVA HOSPITAL,POLY TRAUMA,1,30000,2016-08-01,2016-08-31
Guntur,MOTHER THERESA MULTI SPECIALITY ,ORTHOPEDIC  SURGERY AND PROCEDURES,6,95480,2016-08-01,2016-08-31
Guntur,MOTHER THERESA MULTI SPECIALITY ,PEDIATRICS,13,355000,2016-08-01,2016-08-31
Guntur,Manipal Health Enterprises PVT LTD,CARDIAC AND CARDIOTHORACIC SURGERY,3,298571,2016-08-01,2016-08-31
Guntur,Manipal Health Enterprises PVT LTD,CARDIOLOGY,4,92000,2016-08-01,2016-08-31
Guntur,Manipal Health Enterprises PVT LTD,ENT  SURGERY,1,13080,2016-08-01,2016-08-31
Guntur,Manipal Health Enterprises PVT LTD,GASTROENTEROLOGY,4,62299,2016-08-01,2016-08-31
Guntur,Manipal Health Enterprises PVT LTD,GENITO URINARY SURGERIES,4,248122,2016-08-01,2016-08-31
Guntur,Manipal Health Enterprises PVT LTD,MEDICAL ONCOLOGY,6,20400,2016-08-01,2016-08-31
Guntur,Manipal Health Enterprises PVT LTD,NEPHROLOGY,37,470000,2016-08-01,2016-08-31
Guntur,Manipal Health Enterprises PVT LTD,ORTHOPEDIC  SURGERY AND PROCEDURES,7,214684,2016-08-01,2016-08-31
Guntur,Manipal Health Enterprises PVT LTD,RADIATION ONCOLOGY,1,66300,2016-08-01,2016-08-31
Guntur,Nandana Hospital,GENITO URINARY SURGERIES,2,50000,2016-08-01,2016-08-31
Guntur,Nri Academyof Sciences,CARDIAC AND CARDIOTHORACIC SURGERY,16,1383776,2016-08-01,2016-08-31
Guntur,Nri Academyof Sciences,CARDIOLOGY,23,670000,2016-08-01,2016-08-31
Guntur,Nri Academyof Sciences,ENT  SURGERY,6,83640,2016-08-01,2016-08-31
Guntur,Nri Academyof Sciences,GENITO URINARY SURGERIES,4,309290,2016-08-01,2016-08-31
Guntur,Nri Academyof Sciences,MEDICAL ONCOLOGY,8,43440,2016-08-01,2016-08-31
Guntur,Nri Academyof Sciences,NEPHROLOGY,35,589012,2016-08-01,2016-08-31
Guntur,Nri Academyof Sciences,NEUROSURGERY,2,103000,2016-08-01,2016-08-31
Guntur,Nri Academyof Sciences,ORTHOPEDIC  SURGERY AND PROCEDURES,4,119000,2016-08-01,2016-08-31
Guntur,Nri Academyof Sciences,PEDIATRICS,1,44922,2016-08-01,2016-08-31
Guntur,Nri Academyof Sciences,RADIATION ONCOLOGY,5,286000,2016-08-01,2016-08-31
Guntur,Nri Academyof Sciences,SURGICAL ONCOLOGY,1,20000,2016-08-01,2016-08-31
Guntur,PROF D RAMA KOTAIAH CHILDRENS HOSPITAL,PEDIATRICS,8,180000,2016-08-01,2016-08-31
Guntur,SAI TIRUMALA SUPER SPECIALITY HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,1,10000,2016-08-01,2016-08-31
Guntur,SAILAJA MULTISPECIALITY HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,4,83000,2016-08-01,2016-08-31
Guntur,SAILAJA MULTISPECIALITY HOSPITAL,POLY TRAUMA,4,116400,2016-08-01,2016-08-31
Guntur,SUSMITHA ORTHO AND TRAUMA CARE,ORTHOPEDIC  SURGERY AND PROCEDURES,13,399464,2016-08-01,2016-08-31
Guntur,SUSMITHA ORTHO AND TRAUMA CARE,POLY TRAUMA,7,181500,2016-08-01,2016-08-31
Guntur,Sankar Eye Hospital,OPHTHALMOLOGY  SURGERY,21,510034,2016-08-01,2016-08-31
Guntur,Sri Ramachandra Childrens And Dental Hospital,PEDIATRIC SURGERIES,3,124710,2016-08-01,2016-08-31
Guntur,Sri Ramachandra Childrens And Dental Hospital,PEDIATRICS,3,95000,2016-08-01,2016-08-31
Guntur,Sri Sai Hospitals,NEUROLOGY,2,51030,2016-08-01,2016-08-31
Guntur,Sri Sai Hospitals,ORTHOPEDIC  SURGERY AND PROCEDURES,2,40000,2016-08-01,2016-08-31
Guntur,St. Joseph,ORTHOPEDIC  SURGERY AND PROCEDURES,5,85000,2016-08-01,2016-08-31
Guntur,St. Joseph,POLY TRAUMA,1,30000,2016-08-01,2016-08-31
Guntur,YASHASWI HOSPITALS,ORTHOPEDIC  SURGERY AND PROCEDURES,3,50000,2016-08-01,2016-08-31
Guntur,YASHASWI HOSPITALS,POLY TRAUMA,2,50000,2016-08-01,2016-08-31
Guntur,Yerras Super Speciality Hospital,PEDIATRIC SURGERIES,2,58720,2016-08-01,2016-08-31
Guntur,veeraiahchowdaryorthotrauma and multi speciality hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,2,81616,2016-08-01,2016-08-31
Hyderabad,Apollo Hospitals  Secunderabad,CARDIAC AND CARDIOTHORACIC SURGERY,2,142110,2016-08-01,2016-08-31
Hyderabad,Apollo Hospitals  Secunderabad,NEUROSURGERY,1,30000,2016-08-01,2016-08-31
Hyderabad,Apollo Hospitals Enterprises Ltd Jubilee Hills,CARDIAC AND CARDIOTHORACIC SURGERY,23,2337212,2016-08-01,2016-08-31
Hyderabad,"BASAVATARAKAM INDO AMERICAN CANCER HOSPITAL and RESEARCH INSTITUTE, Hyderabad",MEDICAL ONCOLOGY,23,238594,2016-08-01,2016-08-31
Hyderabad,"BASAVATARAKAM INDO AMERICAN CANCER HOSPITAL and RESEARCH INSTITUTE, Hyderabad",RADIATION ONCOLOGY,5,281834,2016-08-01,2016-08-31
Hyderabad,"BASAVATARAKAM INDO AMERICAN CANCER HOSPITAL and RESEARCH INSTITUTE, Hyderabad",SURGICAL ONCOLOGY,20,866124,2016-08-01,2016-08-31
Hyderabad,Gandhi Hospitals,CARDIOLOGY,1,30000,2016-08-01,2016-08-31
Hyderabad,Gandhi Hospitals,ENT  SURGERY,1,7910,2016-08-01,2016-08-31
Hyderabad,Gandhi Hospitals,NEPHROLOGY,2,35310,2016-08-01,2016-08-31
Hyderabad,Gandhi Hospitals,PLASTIC SURGERY,4,89925,2016-08-01,2016-08-31
Hyderabad,Gandhi Hospitals,POLY TRAUMA,2,20000,2016-08-01,2016-08-31
Hyderabad,Govt Ent Hospital  - Koti,COCHLEAR IMPLANT SURGERY,1,520000,2016-08-01,2016-08-31
Hyderabad,Govt Ent Hospital  - Koti,ENT  SURGERY,3,53000,2016-08-01,2016-08-31
Hyderabad,INDO US SUPERSPECIALITY HOSPITAL,CARDIAC AND CARDIOTHORACIC SURGERY,2,180856,2016-08-01,2016-08-31
Hyderabad,Kamala Hospital and Research Centre for Thalassemia and Sickle Cell Patients,GENERAL MEDICINE,4,60000,2016-08-01,2016-08-31
Hyderabad,Kamala Hospital and Research Centre for Thalassemia and Sickle Cell Patients,PEDIATRICS,26,362100,2016-08-01,2016-08-31
Hyderabad,Kamineni Hospital King Koti,CARDIAC AND CARDIOTHORACIC SURGERY,1,114946,2016-08-01,2016-08-31
Hyderabad,Krishna Institute Of Medical Sciences Ltd,CARDIAC AND CARDIOTHORACIC SURGERY,18,1487020,2016-08-01,2016-08-31
Hyderabad,Krishna Institute Of Medical Sciences Ltd,NEPHROLOGY,4,69557,2016-08-01,2016-08-31
Hyderabad,Krishna Institute Of Medical Sciences Ltd,ORTHOPEDIC  SURGERY AND PROCEDURES,2,69592,2016-08-01,2016-08-31
Hyderabad,Krishna Institute Of Medical Sciences Ltd,PEDIATRICS,1,31000,2016-08-01,2016-08-31
Hyderabad,Krishna Institute Of Medical Sciences Ltd,RADIATION ONCOLOGY,1,96900,2016-08-01,2016-08-31
Hyderabad,Krishna Institute Of Medical Sciences Ltd,SURGICAL ONCOLOGY,1,102000,2016-08-01,2016-08-31
Hyderabad,LOTUS CHILDRENS HOSPITAL,CARDIAC AND CARDIOTHORACIC SURGERY,2,133000,2016-08-01,2016-08-31
Hyderabad,LOTUS CHILDRENS HOSPITAL,PEDIATRICS,2,40000,2016-08-01,2016-08-31
Hyderabad,M.N.J.Hospitals,MEDICAL ONCOLOGY,29,877512,2016-08-01,2016-08-31
Hyderabad,M.N.J.Hospitals,RADIATION ONCOLOGY,7,246000,2016-08-01,2016-08-31
Hyderabad,M.N.J.Hospitals,SURGICAL ONCOLOGY,4,172936,2016-08-01,2016-08-31
Hyderabad,Maa Hospitals  Pvt. Ltd. Unit Of Vasavi Ent Institute,COCHLEAR IMPLANT SURGERY,2,1040000,2016-08-01,2016-08-31
Hyderabad,Mahavir Hospital And Research Centre,NEPHROLOGY,4,50000,2016-08-01,2016-08-31
Hyderabad,Max Cure Hospitals a unit of Sahrudaya Health Care Pvt. Ltd.,CARDIAC AND CARDIOTHORACIC SURGERY,6,326072,2016-08-01,2016-08-31
Hyderabad,Max Cure Hospitals a unit of Sahrudaya Health Care Pvt. Ltd.,CARDIOLOGY,1,71400,2016-08-01,2016-08-31
Hyderabad,Max Cure Hospitals a unit of Sahrudaya Health Care Pvt. Ltd.,NEPHROLOGY,1,12750,2016-08-01,2016-08-31
Hyderabad,Medivision Eye Care Centre Private Limited Company,OPHTHALMOLOGY  SURGERY,2,50000,2016-08-01,2016-08-31
Hyderabad,Medwin Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,5,405050,2016-08-01,2016-08-31
Hyderabad,Niloufer Hospital,PEDIATRICS,2,34300,2016-08-01,2016-08-31
Hyderabad,Niloufer Hospital,SURGICAL GASTRO ENTEROLOGY,1,92800,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,50,3904174,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,CRITICAL CARE,1,15000,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,GASTROENTEROLOGY,1,28200,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,GENERAL MEDICINE,1,26400,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,GENERAL SURGERY,4,82060,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,GENITO URINARY SURGERIES,6,163780,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,MEDICAL ONCOLOGY,70,1563862,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,NEPHROLOGY,39,750916,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,NEUROLOGY,3,51900,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,NEUROSURGERY,3,280000,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,ORTHOPEDIC  SURGERY AND PROCEDURES,8,210360,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,PLASTIC SURGERY,2,73270,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,POLY TRAUMA,5,131900,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,PULMONOLOGY,7,164800,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,RADIATION ONCOLOGY,3,136000,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,RHEUMATOLOGY,3,75002,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,SURGICAL GASTRO ENTEROLOGY,5,322360,2016-08-01,2016-08-31
Hyderabad,Nims Hospitals,SURGICAL ONCOLOGY,15,532142,2016-08-01,2016-08-31
Hyderabad,OLIVE HOSPITAL,GENITO URINARY SURGERIES,1,33165,2016-08-01,2016-08-31
Hyderabad,Osmania General Hospital ,CARDIAC AND CARDIOTHORACIC SURGERY,2,129120,2016-08-01,2016-08-31
Hyderabad,Osmania General Hospital ,GENERAL SURGERY,2,87900,2016-08-01,2016-08-31
Hyderabad,Osmania General Hospital ,GENITO URINARY SURGERIES,1,27300,2016-08-01,2016-08-31
Hyderabad,Osmania General Hospital ,NEPHROLOGY,7,137210,2016-08-01,2016-08-31
Hyderabad,Osmania General Hospital ,NEUROSURGERY,1,50000,2016-08-01,2016-08-31
Hyderabad,Osmania General Hospital ,POLY TRAUMA,2,52000,2016-08-01,2016-08-31
Hyderabad,Osmania General Hospital ,SURGICAL GASTRO ENTEROLOGY,2,219450,2016-08-01,2016-08-31
Hyderabad,PRAJASAI HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,1,47616,2016-08-01,2016-08-31
Hyderabad,Prime Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,8,901604,2016-08-01,2016-08-31
Hyderabad,Prime Hospitals,CARDIOLOGY,1,71000,2016-08-01,2016-08-31
Hyderabad,Prime Hospitals,NEPHROLOGY,2,23750,2016-08-01,2016-08-31
Hyderabad,Quality Care India Ltd Care Hospitals Banjarahills,CARDIAC AND CARDIOTHORACIC SURGERY,10,1125176,2016-08-01,2016-08-31
Hyderabad,Quality Care India Ltd Care Hospitals Banjarahills,CARDIOLOGY,5,423040,2016-08-01,2016-08-31
Hyderabad,Quality Care India Ltd Care Hospitals Banjarahills,GENITO URINARY SURGERIES,2,71948,2016-08-01,2016-08-31
Hyderabad,Quality Care India Ltd Care Hospitals Banjarahills,NEUROSURGERY,1,51000,2016-08-01,2016-08-31
Hyderabad,Quality Care India Ltd Care Hospitals- Nampally ,CARDIAC AND CARDIOTHORACIC SURGERY,5,681148,2016-08-01,2016-08-31
Hyderabad,Quality Care India Ltd Care Hospitals- Nampally ,CARDIOLOGY,1,71820,2016-08-01,2016-08-31
Hyderabad,Quality Care India Ltd Care Hospitals- Nampally ,GENITO URINARY SURGERIES,2,42816,2016-08-01,2016-08-31
Hyderabad,Ravindranath Ge Medical Associates Pvt Ltd. Global Hospital Lakdikapool,CARDIAC AND CARDIOTHORACIC SURGERY,47,4509944,2016-08-01,2016-08-31
Hyderabad,ST THERESA HOSPITAL,NEPHROLOGY,1,12500,2016-08-01,2016-08-31
Hyderabad,SUNSHINE HEART INSTITUTE,CARDIAC AND CARDIOTHORACIC SURGERY,23,2086096,2016-08-01,2016-08-31
Hyderabad,Sarojini Devi Eye Hospital,OPHTHALMOLOGY  SURGERY,2,43740,2016-08-01,2016-08-31
Hyderabad,Satya Kidney Centre  And Super Speciality Hospital,NEPHROLOGY,2,25000,2016-08-01,2016-08-31
